N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
11,12,145,34.95495312542934,34.32056426905824,5.372355459225347,250.53216688772252,Sugarcane,Red Soil,High,49548,Medium (5-7 months),Groundnut,63018,57180
128,18,16,13.98252838431715,62.820083554890566,6.923408996305026,220.94232017237303,Chilli,Sandy Soil,High,36547,Short (3-4 months),Peanut,97153,91428
115,135,143,16.32448801795273,62.585373321154414,6.884353581678615,113.53756865707719,Chilli,Loamy Soil,Medium,50161,Short (3-4 months),Wheat,95244,114731
132,134,51,43.6277088211015,25.317782242405663,4.225941175944424,275.6995370352229,Chilli,Loamy Soil,High,58431,Short (3-4 months),Sugarcane,69042,79837
82,26,64,17.100858414060085,46.928661644804244,8.087527965185114,105.05794000725878,Rice,Sandy Soil,Medium,56755,Medium (5-7 months),Barley,25063,47556
5,89,53,27.616784120979872,45.61807182794651,4.652588426271907,292.92402201675003,Cotton,Black Soil,Low,57148,Medium (5-7 months),Soybean,70593,39833
25,138,56,19.23556882798406,62.44243132362718,8.969575298898294,294.10250747683745,Rice,Red Soil,Medium,44250,Short (3-4 months),Groundnut,71694,69964
112,48,65,38.49749530949913,78.49358652030196,8.476668654728844,32.23121210125679,Rice,Red Soil,Medium,31032,Long (8-12 months),Millets,26627,82613
102,12,99,42.342690630069264,15.821048056750795,9.812314869900574,56.190696494806105,Sugarcane,Red Soil,High,41006,Medium (5-7 months),Groundnut,86795,21571
119,28,124,13.749689700917564,25.621697726867943,4.604847092784134,85.45961629024508,Wheat,Red Soil,High,66322,Short (3-4 months),Maize,96096,135598
8,31,44,29.755550787839837,40.14620338136909,9.57823387702349,122.9974588653694,Chilli,Black Soil,Medium,76487,Short (3-4 months),Cotton,54959,25751
44,55,94,37.10896946080323,83.72977207849287,8.216094534529521,202.0962145369227,Sugarcane,Sandy Soil,High,61109,Long (8-12 months),Barley,93539,73177
13,73,75,37.508046230429386,55.44986535432785,9.171337475637426,121.84538589923211,Rice,Red Soil,Low,78259,Medium (5-7 months),Millets,41810,108579
111,29,185,24.175196568048666,58.05319791947986,3.7250845644533457,281.11438634200516,Rice,Red Soil,Medium,44160,Long (8-12 months),Millets,96890,35799
54,48,65,16.67999930795208,49.336947332039514,5.568356039195388,152.73677161989806,Chilli,Red Soil,Low,78943,Long (8-12 months),Groundnut,52183,68191
136,123,154,22.317430828629753,49.845838259801184,3.694255670773034,175.34523440496196,Rice,Black Soil,High,79512,Long (8-12 months),Soybean,59234,129724
14,113,42,35.00321017380382,98.05796930552523,4.67461816600243,194.5421630642741,Cotton,Black Soil,High,45795,Short (3-4 months),Chilli,40010,24252
36,124,65,43.45865372650727,91.29298107157126,9.190894124675882,138.63100888137777,Cotton,Black Soil,Low,61410,Long (8-12 months),Soybean,68889,70300
126,17,87,28.142552928041006,76.48217391215691,6.14654834613188,196.85771425870675,Chilli,Loamy Soil,Low,54399,Medium (5-7 months),Rice,20074,99010
116,57,104,15.625724933292487,42.039697859546486,7.822742618088502,45.15298541461928,Sugarcane,Sandy Soil,Low,74005,Long (8-12 months),Peanut,86956,24021
83,41,122,10.28709374762543,58.29326324866948,6.616490830279961,159.96166756523914,Chilli,Sandy Soil,Low,32741,Short (3-4 months),Sesame,80576,92264
71,119,51,41.713094201708,73.35715764813257,6.550357871502448,112.1274656568242,Cotton,Black Soil,Low,68643,Long (8-12 months),Cotton,27162,119806
95,44,31,25.659294079471245,48.08254799634893,7.683148449773942,76.45093800376976,Chilli,Sandy Soil,Low,59848,Medium (5-7 months),Barley,65789,147906
110,82,150,33.79879904153743,59.217876061183965,6.300540347669555,30.71762508337296,Wheat,Black Soil,Low,44523,Short (3-4 months),Soybean,71374,85490
104,99,129,31.83286386824989,26.74893607521267,3.637918526227543,237.57444735809193,Chilli,Sandy Soil,Low,52589,Long (8-12 months),Peanut,40716,142836
57,138,24,39.87237713078842,22.279788688379647,8.652334799276272,53.99533101278928,Rice,Loamy Soil,High,31381,Short (3-4 months),Sugarcane,49691,119550
94,29,46,18.098882850970632,28.600472834322275,5.2631505556517215,67.80056680011339,Sugarcane,Red Soil,Low,39268,Medium (5-7 months),Millets,56102,111031
117,107,45,24.219539737575403,79.03586896011032,7.822053403611878,67.01865455001436,Wheat,Black Soil,Low,69539,Long (8-12 months),Chilli,46614,61071
5,50,76,40.665194739321535,30.542313351416226,7.736967695618229,293.1122278036634,Wheat,Black Soil,Medium,53658,Medium (5-7 months),Chilli,36778,22982
3,106,62,29.232898632543364,93.52872959292316,4.434657194517644,90.7400451548112,Rice,Sandy Soil,Low,44209,Medium (5-7 months),Peanut,40894,40610
42,95,44,11.312614807521697,45.85146103110997,4.563398113905384,72.06099208328413,Cotton,Loamy Soil,Medium,79455,Medium (5-7 months),Wheat,97735,82595
92,98,123,15.603412960721581,28.748180620116877,6.384285236670426,289.99718458507846,Cotton,Loamy Soil,Low,57583,Medium (5-7 months),Wheat,41722,119879
41,72,162,17.09257498767267,85.0011328232321,5.702547690390752,194.7949306262997,Wheat,Sandy Soil,High,59905,Long (8-12 months),Sesame,88567,135126
2,43,144,43.45891861990689,53.40355877418829,5.262770587701512,210.17995236843325,Sugarcane,Sandy Soil,Medium,61428,Long (8-12 months),Barley,75171,66220
128,84,122,16.63687782354703,47.558307589704135,5.49345951029885,247.04242140211628,Sugarcane,Black Soil,Medium,37218,Short (3-4 months),Soybean,35404,131660
14,139,66,39.13400662354893,42.50002993303028,5.140917795395268,172.26137848629764,Chilli,Black Soil,Low,71645,Short (3-4 months),Soybean,36634,46536
46,89,194,11.547293956146131,42.590836655571444,4.216869446913531,171.29852652712015,Wheat,Loamy Soil,High,42242,Short (3-4 months),Rice,21680,91766
84,70,91,15.158607893660816,71.13074844443756,4.069735149103314,298.0890590912034,Chilli,Black Soil,Low,38301,Short (3-4 months),Soybean,37029,46374
57,59,74,39.216640423627766,60.604472792655706,9.163645264179616,212.2445041014926,Chilli,Red Soil,High,31116,Long (8-12 months),Groundnut,56244,98069
38,76,103,40.15344762686783,54.346073757248156,8.744665710066322,218.26063909915393,Chilli,Sandy Soil,High,71723,Long (8-12 months),Barley,26934,103307
130,46,147,14.966082111577123,52.58015177587039,6.683121095608033,44.75115037238325,Sugarcane,Black Soil,Medium,62890,Medium (5-7 months),Soybean,52956,92323
34,134,128,16.835981601321144,26.43091505254391,5.561197825620917,52.02326281756039,Rice,Sandy Soil,High,30463,Short (3-4 months),Barley,83655,24833
51,74,11,27.315849840494515,85.22684389017806,7.9205226375702535,161.52777126468905,Chilli,Red Soil,High,58848,Medium (5-7 months),Maize,72386,133452
117,136,138,10.661666053621817,93.71098415772059,4.206602947181427,223.0484895695,Rice,Loamy Soil,High,56562,Medium (5-7 months),Wheat,73843,53308
13,25,31,41.768656227412514,83.02624311368038,4.157881614201636,230.04747969683586,Rice,Red Soil,High,30683,Medium (5-7 months),Maize,75095,106822
29,5,6,21.443982826914578,52.942380968553685,4.412314769578213,238.29182954001783,Chilli,Black Soil,Medium,36070,Long (8-12 months),Chilli,39386,85758
89,64,138,25.87727145140075,97.59820506062992,7.955055911309981,218.62208521002768,Wheat,Sandy Soil,Low,43413,Medium (5-7 months),Sesame,87374,39506
134,80,65,12.48659083443417,67.2906104584138,8.787582595420176,52.84958257320143,Chilli,Sandy Soil,Medium,32458,Short (3-4 months),Sesame,24755,119004
94,95,164,9.959849345662803,80.6153916404734,6.953208571097308,252.33142361319022,Cotton,Red Soil,High,69524,Medium (5-7 months),Groundnut,47992,57869
68,92,161,25.12900893548299,77.79854693819078,4.5892713009309105,233.63416177629654,Chilli,Sandy Soil,Medium,47772,Medium (5-7 months),Sesame,24828,136181
126,86,69,13.065760486135932,74.93451654627793,5.670474998076854,124.16205111821034,Rice,Sandy Soil,High,37220,Long (8-12 months),Peanut,41120,24023
51,21,147,30.792166503839837,69.2915791906907,8.796469412828223,133.96767990694454,Wheat,Black Soil,Medium,50869,Short (3-4 months),Chilli,66251,24022
62,77,142,36.51320381298689,32.39823825349349,6.800896057970683,174.29549411053085,Rice,Loamy Soil,Low,56346,Long (8-12 months),Rice,94115,148733
35,60,14,9.929407931056444,39.499742983986025,6.405635187887951,296.56551540145796,Wheat,Loamy Soil,Medium,77875,Medium (5-7 months),Wheat,74279,36817
90,131,14,30.16151771730368,90.27086594963393,7.742858686631808,227.36026526744945,Chilli,Loamy Soil,Medium,61074,Medium (5-7 months),Rice,44347,127447
52,57,41,37.25011881234406,29.68486951285834,5.7857804422347225,253.40642024468775,Rice,Red Soil,Low,56089,Long (8-12 months),Millets,73750,80007
108,132,36,24.139659989822547,27.284776347718566,3.532454166220896,77.4564025117767,Sugarcane,Black Soil,High,66625,Short (3-4 months),Cotton,71311,130361
71,52,40,42.27120790638943,38.61739086469848,9.554204013536541,160.9892787363817,Rice,Sandy Soil,Low,60066,Long (8-12 months),Sesame,60358,41860
14,141,68,12.70079703966733,45.33233891658405,8.07405198947318,176.82539266156218,Chilli,Red Soil,Low,67082,Long (8-12 months),Millets,92982,94169
112,58,147,20.081624611631284,61.67442547142955,9.665209127733448,32.52455799376787,Chilli,Black Soil,Low,49961,Medium (5-7 months),Chilli,43241,120109
68,5,77,16.843747874171346,66.16708557083697,8.970787543134033,51.246987399791266,Sugarcane,Sandy Soil,Low,68835,Long (8-12 months),Sesame,26043,129248
115,45,20,43.54275551265096,82.0375049570816,5.9093099122201735,79.89826125601692,Sugarcane,Sandy Soil,Medium,77960,Long (8-12 months),Peanut,83231,47129
3,77,109,19.077667238691742,20.550742646975607,5.9393611897978245,266.1028553559062,Rice,Loamy Soil,High,34490,Short (3-4 months),Sugarcane,61558,142849
74,81,87,22.34485144218084,32.10866714250485,4.432088728040173,235.98072066899906,Rice,Sandy Soil,High,35801,Short (3-4 months),Sesame,26479,102517
41,44,178,38.36495540367994,57.562456254797404,8.695947825264557,155.57621754635142,Rice,Black Soil,High,44479,Medium (5-7 months),Chilli,20383,75944
29,143,126,41.234734028606916,35.75865874973243,7.489710679961467,238.49508402657705,Cotton,Black Soil,Low,45461,Medium (5-7 months),Cotton,50766,46197
69,52,176,41.505995302995,89.13654187243473,5.149633417120637,165.30183989997204,Wheat,Sandy Soil,Medium,31768,Short (3-4 months),Barley,52883,22545
15,47,80,28.27772947557878,69.13569418916478,9.678120662099069,276.82455809494763,Rice,Sandy Soil,Low,53734,Short (3-4 months),Sesame,27095,63536
110,46,39,31.941636804073703,56.2827624595046,8.441990676869224,99.60759751983059,Rice,Sandy Soil,Low,46820,Short (3-4 months),Peanut,30181,121774
103,108,129,20.994245979948182,14.296068284177561,9.1801142643715,53.294936883905734,Sugarcane,Red Soil,Medium,60511,Long (8-12 months),Groundnut,69557,125405
106,15,55,29.985046145151966,87.86465975979819,4.623794620656401,33.858779201145914,Rice,Black Soil,Low,74424,Medium (5-7 months),Cotton,71923,84896
122,29,111,19.376389922709528,53.764759242490165,7.3152421678588855,142.18824594704904,Wheat,Loamy Soil,Medium,44487,Long (8-12 months),Sugarcane,68793,52358
26,44,190,34.82462741450018,59.812478677883405,9.87633730194688,105.18180504569551,Cotton,Loamy Soil,Medium,67465,Short (3-4 months),Sugarcane,87158,71964
12,29,9,19.53189148829169,74.11654840573894,5.751865151828449,289.48427101643296,Sugarcane,Red Soil,High,50798,Short (3-4 months),Groundnut,81910,75681
72,88,170,39.472978142707305,94.62031274090853,6.098550597668261,265.82370864498654,Chilli,Red Soil,Low,78384,Short (3-4 months),Maize,27231,25130
85,110,10,13.826062215829614,27.82040826095222,6.958487315853748,139.88302002209423,Sugarcane,Black Soil,High,40717,Short (3-4 months),Cotton,73187,141876
30,123,183,28.752979601690676,20.360220657379124,3.7911562248503,24.836897797124735,Wheat,Red Soil,Medium,67576,Short (3-4 months),Millets,76165,129130
2,112,146,26.971121186047633,24.708539200528975,4.956965915756229,46.37718723736797,Cotton,Loamy Soil,Low,42809,Long (8-12 months),Sugarcane,92738,45002
29,78,180,18.016180811494024,77.75575904240776,5.581040197704594,80.17151517347546,Rice,Black Soil,High,63171,Short (3-4 months),Cotton,20917,88147
98,117,16,9.801543161970912,25.34023111982079,3.5643146193947617,129.39224605906472,Chilli,Loamy Soil,Medium,38425,Long (8-12 months),Wheat,48003,48722
133,135,118,14.002046728105103,57.20405370930223,5.534997479240651,243.3587895614076,Cotton,Red Soil,Medium,69755,Short (3-4 months),Millets,62791,135946
98,43,184,42.55859702730586,74.82149605782203,7.011237689818809,257.59008281285156,Cotton,Black Soil,High,64120,Long (8-12 months),Cotton,87984,129448
85,95,118,41.629966502905916,75.35871759666426,3.628757409594262,298.3094889776208,Chilli,Black Soil,High,62290,Short (3-4 months),Cotton,27964,100162
63,26,72,12.983283274020447,49.092147375220435,6.92461091634889,168.04997917648137,Wheat,Loamy Soil,Medium,74981,Short (3-4 months),Rice,75943,142638
117,23,111,21.889484565372562,74.14594928592925,8.647536716766268,284.1048145370123,Sugarcane,Sandy Soil,High,48064,Short (3-4 months),Peanut,70923,47565
113,18,63,25.03525291051993,95.69663724878369,4.44392456692763,202.02447300295,Rice,Sandy Soil,Low,79854,Short (3-4 months),Peanut,21807,39835
86,113,22,25.486394669731865,16.656492974634023,9.686888626204835,153.25014210278,Cotton,Loamy Soil,High,69596,Medium (5-7 months),Sugarcane,22666,50033
39,47,185,19.239491194156862,71.81132094394621,6.173277060193168,57.79249422481405,Sugarcane,Red Soil,High,35355,Medium (5-7 months),Millets,46467,122735
24,59,35,40.641915084586955,59.05886785101621,6.323335391650178,275.34542008565955,Cotton,Black Soil,Medium,75120,Medium (5-7 months),Soybean,30979,132502
94,16,39,40.48640710364603,32.48194348246794,6.815065198191217,269.0095658032915,Cotton,Sandy Soil,Low,57847,Medium (5-7 months),Sesame,72852,41538
45,112,8,9.485326761470798,40.63630966974253,6.03294946733276,265.00096716682475,Rice,Red Soil,Low,54342,Medium (5-7 months),Groundnut,87727,36854
137,87,13,31.47810457978236,86.02179774419328,7.6997598982401065,288.4496881394492,Sugarcane,Sandy Soil,Low,55760,Medium (5-7 months),Sesame,73758,116792
31,27,113,11.417191168790433,64.5691950948209,4.648839186400648,248.19537856161776,Sugarcane,Red Soil,High,42471,Long (8-12 months),Millets,86156,25269
96,139,147,29.648359707937225,15.503636806952315,9.42327798879434,21.755440278161018,Wheat,Black Soil,Medium,79120,Long (8-12 months),Chilli,33265,21201
15,140,46,39.03673467449788,97.0125163663544,9.088331502532764,219.24183854374297,Sugarcane,Sandy Soil,Medium,45551,Long (8-12 months),Peanut,49807,99189
17,93,191,31.461710322854042,71.36591046066754,7.650840956540959,135.95899813491764,Wheat,Loamy Soil,Medium,70802,Short (3-4 months),Wheat,84866,107763
135,46,89,25.167716923987104,52.20307560431599,8.580584176754545,283.0044826986403,Cotton,Sandy Soil,High,61309,Long (8-12 months),Barley,92100,114756
74,97,100,42.208166861765534,75.32199330785434,8.060831307860967,238.52726024301623,Chilli,Black Soil,High,67260,Long (8-12 months),Soybean,42233,96927
0,97,116,34.844499709931725,31.794481807697643,6.555178591412707,243.76331072127394,Sugarcane,Red Soil,Medium,63179,Medium (5-7 months),Maize,64847,129572
124,5,36,17.514061087168724,36.586300286527624,4.505243404124595,50.502615502166265,Chilli,Sandy Soil,Medium,62064,Medium (5-7 months),Peanut,27352,101013
37,83,84,22.310355442162574,27.298886703446634,5.589640055199686,149.42151706901362,Sugarcane,Loamy Soil,Low,66020,Short (3-4 months),Wheat,22414,38449
44,110,49,35.30719207074392,48.296662574199075,9.192250670807262,147.09618972567088,Rice,Sandy Soil,Medium,37590,Short (3-4 months),Sesame,52420,99140
80,50,9,9.498772782542224,91.81241882507967,7.7864706351695565,157.8743124098167,Sugarcane,Red Soil,Low,49232,Long (8-12 months),Maize,38192,37720
128,25,163,11.054784216995026,47.56949874145155,9.06884823018261,241.82833607918263,Rice,Loamy Soil,High,44474,Short (3-4 months),Sugarcane,51011,141337
31,42,157,38.77641636142846,38.95385089926548,9.149646118346435,81.58499268609793,Chilli,Loamy Soil,High,78098,Medium (5-7 months),Rice,39560,31433
135,13,188,10.322334680668732,74.57023073606231,6.895250508999411,70.15874471210907,Sugarcane,Black Soil,Medium,71984,Medium (5-7 months),Soybean,77501,134436
117,24,5,32.471758828218114,88.80396762577429,6.311772097313147,259.00453851075935,Wheat,Red Soil,High,54311,Medium (5-7 months),Groundnut,68322,148727
39,88,65,19.939489404777976,35.19455742444492,6.265322437644695,252.58216584734075,Sugarcane,Loamy Soil,Low,41887,Medium (5-7 months),Rice,28420,128850
73,12,71,37.60785104800746,83.51618597768685,6.359962275353487,205.64823654206873,Rice,Sandy Soil,Medium,63422,Medium (5-7 months),Sesame,28870,47166
110,18,71,38.35553117019898,40.38708255563145,9.589097335418518,37.622488524303265,Chilli,Red Soil,High,45207,Long (8-12 months),Groundnut,91415,93069
102,66,174,42.049369444698996,35.45893321712762,4.471269922274507,220.63662477023698,Chilli,Black Soil,High,50800,Medium (5-7 months),Chilli,94737,100255
102,59,100,12.155559307480233,54.80171102648258,4.480826492596775,50.2434532527118,Cotton,Black Soil,Low,36174,Medium (5-7 months),Chilli,54649,46009
73,49,98,23.56181618745549,19.978459909153784,5.994782934298338,130.67733499805135,Sugarcane,Sandy Soil,Medium,75437,Medium (5-7 months),Barley,24901,114315
113,57,63,28.828027319537767,88.17224947465564,8.661114883162355,253.84786594934724,Sugarcane,Red Soil,Medium,38825,Long (8-12 months),Maize,51503,35276
122,90,182,40.75009055575016,89.2098785597346,8.984892665872936,28.73417165030738,Rice,Black Soil,Medium,61654,Long (8-12 months),Soybean,42583,42294
56,10,38,18.113644289056097,72.32537141181683,8.812855655571973,196.76141095718256,Wheat,Red Soil,Low,55589,Medium (5-7 months),Groundnut,57046,98067
73,48,116,11.321879782483242,40.22253666148626,7.24728229934335,173.96595027695182,Chilli,Loamy Soil,Low,33102,Short (3-4 months),Sugarcane,76037,55411
82,95,72,15.857135113081682,28.548956636380687,9.020144460490695,125.11587365695468,Chilli,Sandy Soil,Low,45944,Medium (5-7 months),Peanut,56045,25805
78,8,186,26.09648928376483,74.16227093909382,4.744408265783967,79.52373353704017,Wheat,Loamy Soil,High,60828,Long (8-12 months),Sugarcane,81188,90605
129,125,146,32.56017843085399,23.095197393958117,7.354268994805512,66.3254436581454,Wheat,Loamy Soil,Low,40674,Short (3-4 months),Rice,34557,127060
92,67,164,32.895538895717095,49.49982126744558,5.617431195594804,254.03334908291274,Rice,Sandy Soil,High,36057,Long (8-12 months),Barley,72708,52557
49,96,202,11.427677431287242,21.871085655927125,5.260864977998447,51.00368958376627,Cotton,Black Soil,Low,50435,Medium (5-7 months),Chilli,40789,116926
28,85,111,35.360684120562325,50.81554925655214,4.145491399638268,288.8647207106034,Rice,Loamy Soil,Low,68944,Medium (5-7 months),Sugarcane,32705,46974
80,42,85,31.834897984998882,25.787403571890273,5.850529527759477,74.79437231910744,Wheat,Sandy Soil,High,47921,Short (3-4 months),Peanut,68210,54804
9,56,12,23.028480770825926,17.01699247394398,3.7291758526257217,220.99978643722056,Rice,Loamy Soil,Medium,57666,Long (8-12 months),Wheat,59462,58668
116,12,167,28.72792743602095,52.81099562032793,5.770631923973045,175.3196106402815,Wheat,Loamy Soil,High,75528,Long (8-12 months),Rice,97199,51290
59,109,28,35.581289803658144,62.92293751413938,6.557986011084136,124.4183199988092,Wheat,Loamy Soil,Low,64687,Short (3-4 months),Wheat,88289,75014
59,119,7,17.959559391879957,51.920049624773895,5.805390416688727,274.68566844637485,Cotton,Sandy Soil,High,69870,Long (8-12 months),Sesame,61686,140397
57,127,85,41.585671539246036,29.358094841863405,8.463855379740682,29.717722778771837,Cotton,Black Soil,Medium,45455,Long (8-12 months),Soybean,34772,26994
44,20,40,13.626850745718903,20.895752640410418,5.310054647902362,233.71013360567196,Chilli,Loamy Soil,Low,61326,Long (8-12 months),Wheat,71562,122012
123,22,183,40.267975803495304,25.090698056765913,3.986333633760373,226.08854542986083,Sugarcane,Sandy Soil,High,61400,Long (8-12 months),Peanut,66918,37664
25,38,108,34.64443990563406,76.58903701193246,4.785350097208941,252.80084140903693,Chilli,Sandy Soil,High,68854,Medium (5-7 months),Barley,79790,57875
101,136,85,31.844628615691867,15.61900448890542,8.778041117419477,268.4165260996193,Wheat,Loamy Soil,High,69199,Long (8-12 months),Sugarcane,61183,121407
50,131,189,11.715003385496368,88.26482811742817,7.593909409902926,147.50457198479216,Cotton,Sandy Soil,Medium,35495,Long (8-12 months),Peanut,35696,110964
51,65,63,40.85281833977357,86.27370369187301,7.2168872564051805,208.1215663001955,Rice,Sandy Soil,Low,76098,Medium (5-7 months),Sesame,73811,78465
50,50,98,19.117883801284712,89.73520819112802,6.967730690000916,180.32656062624415,Cotton,Sandy Soil,High,34805,Short (3-4 months),Barley,20796,77007
130,81,26,34.810124660969336,89.58746629340621,8.321381200665623,184.9163194892485,Rice,Loamy Soil,High,66069,Short (3-4 months),Rice,42522,56799
13,127,169,39.66084321325255,71.48002227341442,4.7669663992757565,27.1610970096793,Cotton,Loamy Soil,Medium,36943,Short (3-4 months),Rice,95008,31607
0,77,130,17.338910104971397,86.90306836720585,4.853353201677109,288.21393889156275,Wheat,Loamy Soil,Medium,65927,Short (3-4 months),Wheat,61641,49713
13,90,16,40.69934543187327,76.86475076777879,4.3420467971149606,65.3298224718222,Wheat,Loamy Soil,Low,56295,Short (3-4 months),Sugarcane,54789,110505
80,85,153,30.151730011764027,39.985551935222354,5.686689146374979,135.54866086232508,Sugarcane,Black Soil,Medium,49337,Short (3-4 months),Chilli,69453,29284
2,138,147,31.79281261528823,78.9904438661261,5.265967242224205,215.16921755677015,Sugarcane,Red Soil,Medium,55421,Long (8-12 months),Millets,71493,76077
97,73,16,40.696282675164625,67.02761177967909,9.389596643022713,79.5216370603828,Wheat,Loamy Soil,Low,74039,Medium (5-7 months),Rice,92932,106639
39,141,90,27.18229106995717,16.61458276626439,3.5846753696690947,52.536943448290316,Rice,Black Soil,Low,58610,Long (8-12 months),Chilli,97818,116579
88,101,107,24.182162064444896,81.66779853324188,6.553666150367305,269.53835702031336,Chilli,Sandy Soil,Medium,56688,Medium (5-7 months),Barley,50633,83276
124,127,60,30.893686789959755,88.90936259523755,8.203111860700604,181.78126295392806,Cotton,Loamy Soil,Medium,63496,Medium (5-7 months),Wheat,73769,58925
94,123,110,28.13329365118597,58.61777447669283,9.334545330761305,57.70749708295379,Cotton,Loamy Soil,Low,46572,Medium (5-7 months),Rice,84504,89475
8,36,148,10.96809215395982,56.00784025931816,9.716735430531404,263.21418299983577,Rice,Loamy Soil,Medium,46386,Long (8-12 months),Rice,33122,34826
93,117,37,15.115789786060862,50.88529152882259,3.9503603813760506,72.72658913906703,Cotton,Loamy Soil,Low,34281,Short (3-4 months),Wheat,23171,147625
83,69,121,9.298464070505643,75.8793166316507,4.759202830817002,203.2174936596837,Sugarcane,Sandy Soil,High,77716,Medium (5-7 months),Sesame,21440,93731
20,89,175,12.59513004886113,32.72755435578773,9.92882203027975,258.35074576206915,Sugarcane,Sandy Soil,Low,62510,Short (3-4 months),Barley,54908,128717
24,63,53,34.26080277821488,80.6026678171564,5.520554336842553,192.69865728797444,Cotton,Red Soil,Low,78381,Long (8-12 months),Millets,98089,146323
101,30,82,8.989857877921882,39.31882539749224,3.86215651728259,22.154533407115515,Chilli,Black Soil,Medium,39381,Medium (5-7 months),Chilli,42840,147803
121,125,22,19.4341516201207,36.67458454213883,9.508730858387697,201.03784763570312,Cotton,Sandy Soil,Low,31721,Long (8-12 months),Peanut,46294,52033
24,17,148,24.484444048141818,83.62400452174512,6.098777453524832,178.2422634884484,Wheat,Black Soil,Medium,69450,Long (8-12 months),Cotton,61080,72575
136,59,172,41.508261230296284,29.206193273828667,5.376152507321994,167.20411146218842,Sugarcane,Loamy Soil,Low,76995,Medium (5-7 months),Wheat,67853,86067
102,140,199,20.221809899438483,88.19648507381675,4.473199590841133,105.42436745421652,Chilli,Black Soil,High,34418,Short (3-4 months),Cotton,20534,90678
56,60,111,36.1176395483805,98.08444086651393,6.238913770864272,194.59083906624178,Wheat,Sandy Soil,High,40246,Short (3-4 months),Peanut,43111,145105
36,88,194,23.07108092174596,41.67883834832723,5.869802166600626,24.80905640111322,Sugarcane,Loamy Soil,High,68636,Short (3-4 months),Wheat,91689,69724
15,102,94,12.258081445445956,93.79893484899952,9.447214139614843,164.43873177409117,Wheat,Sandy Soil,Medium,44842,Medium (5-7 months),Peanut,99308,57713
36,98,83,12.27036140327819,62.81328050049434,4.866980686528437,111.57460857974229,Cotton,Sandy Soil,High,31738,Short (3-4 months),Sesame,29007,93427
75,138,104,23.895914800327823,36.48954649533579,4.060764960614834,33.52828551140256,Sugarcane,Loamy Soil,Low,39531,Medium (5-7 months),Wheat,51983,67940
25,39,159,10.84289136126332,53.059539639258404,5.282438330933465,93.25669714557266,Sugarcane,Sandy Soil,Medium,48757,Medium (5-7 months),Peanut,78137,138021
19,130,122,28.746501442598078,82.84178104960944,7.016089645482506,253.10002871695966,Wheat,Red Soil,Medium,40222,Medium (5-7 months),Maize,53502,117273
136,117,124,26.02927832884704,71.40473929856286,5.6129928650888115,92.1390153979202,Chilli,Loamy Soil,High,72593,Short (3-4 months),Rice,25165,88511
102,18,131,33.30889831938126,56.67268732497905,5.51264869105208,151.6086457769995,Cotton,Black Soil,Low,38384,Long (8-12 months),Chilli,41148,97457
28,78,85,15.294551318428752,36.31620236995897,6.063763531342534,177.54133740050233,Wheat,Sandy Soil,Low,33181,Medium (5-7 months),Sesame,28832,50097
30,56,146,29.48915150509946,76.47591432600285,9.115095702538296,100.13357045872334,Wheat,Red Soil,High,65758,Short (3-4 months),Millets,43850,120007
18,110,198,14.907751335777734,41.1168490988413,7.7663016938995755,171.46245670513215,Wheat,Red Soil,High,73120,Long (8-12 months),Millets,54582,41934
26,44,159,33.99538843326725,42.6282396626806,6.894680056677876,286.15995434592907,Sugarcane,Loamy Soil,High,75911,Long (8-12 months),Rice,85562,118585
93,47,58,19.53009817580986,78.28364811627834,6.095773566126772,71.4896496428129,Rice,Loamy Soil,High,65634,Short (3-4 months),Wheat,60698,31159
84,116,92,30.237967772709872,62.12906301446056,3.9572671659939482,268.5456600299075,Sugarcane,Loamy Soil,High,68741,Long (8-12 months),Sugarcane,91851,58204
43,7,192,39.5868168803758,30.188402614736905,9.192580831883173,176.40571949970524,Cotton,Loamy Soil,Medium,34162,Long (8-12 months),Rice,43627,122599
112,99,172,25.840545332730034,73.1598980643612,4.330287262009565,237.12867586678348,Rice,Black Soil,High,50877,Long (8-12 months),Soybean,22486,29872
73,143,177,15.527019837519791,36.37928706676581,4.703885907462435,186.97903858582913,Cotton,Black Soil,High,70282,Medium (5-7 months),Chilli,85192,20418
86,23,103,39.706896837958965,79.4503039860783,6.399325402755611,105.19052822962456,Rice,Black Soil,Medium,65807,Long (8-12 months),Soybean,57162,25042
93,60,72,21.32210691846175,55.29548815145805,4.406272988125295,180.15987274207555,Wheat,Sandy Soil,Medium,56415,Medium (5-7 months),Peanut,92816,70160
97,82,200,34.27485476755025,65.26246128165431,7.620745879125786,138.80591204690404,Sugarcane,Sandy Soil,High,43153,Medium (5-7 months),Barley,89672,55392
131,122,195,19.980950981958433,65.77606796462221,6.683459986489859,185.49612280697477,Chilli,Sandy Soil,Medium,48679,Medium (5-7 months),Peanut,74313,99713
55,136,172,19.2184287371282,26.84319935048471,6.705760563269029,177.59309399645383,Rice,Loamy Soil,High,39248,Medium (5-7 months),Rice,97257,134857
96,13,45,31.20024292875982,70.01929094757679,9.72329635844742,208.9400976788469,Cotton,Black Soil,Medium,34300,Long (8-12 months),Cotton,67286,67681
